id_actividad,id_pais,id_ccaa,id_provincia,año,mes,categoria,producto,subcategoria,comunidad_autonoma,provincia,gasto_total_promedio,precio_medio_entrada_promedio,valoracion_por_categoria_promedio,valoracion_general_promedio,total_opiniones_categoria_promedio,hay_valoracion
194,ES,09,17,2023,7,vida nocturna,espectaculos,musicales,cataluna,girona,19520.0,80.0,3.8,4.24,12856,True
195,ES,09,43,2023,7,vida nocturna,espectaculos,musicales,cataluna,tarragona,150731.0,2471.0,4.1,4.2,22730,True
196,ES,13,28,2023,7,vida nocturna,espectaculos,musicales,comunidad de madrid,madrid,29358.67,892.67,3.85,4.1,100430,True
197,ES,10,46,2023,7,vida nocturna,espectaculos,musicales,comunitat valenciana,valencia/valencia,64445.5,949.5,3.72,4.15,9307,True
198,ES,11,06,2023,7,vida nocturna,espectaculos,musicales,extremadura,badajoz,800.0,160.0,4.31,4.29,2109,True
199,ES,04,07,2023,7,vida nocturna,espectaculos,musicales,illes balears,illes balears,400449.5,2845.0,4.12,4.33,122452,True
200,ES,08,13,2023,7,paisaje naturaleza,espectaculos,parques tematicos,castilla - la mancha,ciudad real,26312.0,2024.0,4.36,4.29,3026,True
201,ES,09,25,2023,7,paisaje naturaleza,espectaculos,parques tematicos,cataluna,lleida,59204.0,3116.0,4.38,4.27,9898,True
202,ES,13,28,2023,7,paisaje naturaleza,espectaculos,parques tematicos,comunidad de madrid,madrid,305664.0,512.0,4.19,4.1,121795,True
203,ES,01,11,2023,8,paisaje naturaleza,actividades,actividades infantiles,andalucia,cadiz,31536.0,2628.0,4.27,4.26,12350,True
204,ES,01,14,2023,8,paisaje naturaleza,actividades,actividades infantiles,andalucia,cordoba,569927.5,2602.5,4.32,4.29,3767,True
205,ES,01,21,2023,8,paisaje naturaleza,actividades,actividades infantiles,andalucia,huelva,680.0,170.0,4.12,4.11,8396,True
206,ES,01,23,2023,8,paisaje naturaleza,actividades,actividades infantiles,andalucia,jaen,3928.0,982.0,4.44,4.33,4366,True
207,ES,01,29,2023,8,paisaje naturaleza,actividades,actividades infantiles,andalucia,malaga,157943.0,2677.0,4.44,4.43,109648,True
208,ES,01,41,2023,8,paisaje naturaleza,actividades,actividades infantiles,andalucia,sevilla,147814.0,1423.5,4.47,4.34,21476,True
209,ES,02,22,2023,8,paisaje naturaleza,actividades,actividades infantiles,aragon,huesca,7150.0,50.0,4.56,4.25,17445,True
210,ES,02,50,2023,8,paisaje naturaleza,actividades,actividades infantiles,aragon,zaragoza,29397.0,717.0,4.36,4.21,5888,True
211,ES,06,39,2023,8,paisaje naturaleza,actividades,actividades infantiles,cantabria,cantabria,1782.0,198.0,4.36,4.27,37946,True
212,ES,08,13,2023,8,paisaje naturaleza,actividades,actividades infantiles,castilla - la mancha,ciudad real,8224.0,2056.0,4.36,4.29,3026,True
213,ES,08,45,2023,8,paisaje naturaleza,actividades,actividades infantiles,castilla - la mancha,toledo,128799.0,1301.0,4.16,4.18,1715,True
214,ES,07,09,2023,8,paisaje naturaleza,actividades,actividades infantiles,castilla y leon,burgos,371007.0,1057.0,4.44,4.28,6285,True
215,ES,09,08,2023,8,paisaje naturaleza,actividades,actividades infantiles,cataluna,barcelona,89107.75,2243.88,4.13,4.05,200444,True
216,ES,09,17,2023,8,paisaje naturaleza,actividades,actividades infantiles,cataluna,girona,27557.0,1317.0,4.38,4.24,61683,True
217,ES,09,43,2023,8,paisaje naturaleza,actividades,actividades infantiles,cataluna,tarragona,146090.0,1201.33,4.26,4.2,33701,True
218,ES,13,28,2023,8,paisaje naturaleza,actividades,actividades infantiles,comunidad de madrid,madrid,64579.0,1776.0,4.19,4.1,121795,True
219,ES,15,31,2023,8,paisaje naturaleza,actividades,actividades infantiles,comunidad foral de navarra,navarra,99589.5,1230.5,4.33,4.23,7007,True
220,ES,10,03,2023,8,paisaje naturaleza,actividades,actividades infantiles,comunitat valenciana,alicante/alacant,14736.0,2456.0,4.36,4.28,82424,True
221,ES,10,46,2023,8,paisaje naturaleza,actividades,actividades infantiles,comunitat valenciana,valencia/valencia,19572.0,656.0,4.23,4.15,90776,True
222,ES,11,06,2023,8,paisaje naturaleza,actividades,actividades infantiles,extremadura,badajoz,13029.0,756.25,4.4,4.29,1116,True
223,ES,11,10,2023,8,paisaje naturaleza,actividades,actividades infantiles,extremadura,caceres,6070.5,1671.5,4.5,4.33,5814,True
224,ES,12,27,2023,8,paisaje naturaleza,actividades,actividades infantiles,galicia,lugo,1155.0,165.0,4.57,4.28,8089,True
225,ES,12,32,2023,8,paisaje naturaleza,actividades,actividades infantiles,galicia,ourense,2475.0,165.0,4.42,4.15,1840,True
226,ES,04,07,2023,8,paisaje naturaleza,actividades,actividades infantiles,illes balears,illes balears,71058.75,3479.25,4.42,4.33,203636,True
227,ES,17,26,2023,8,paisaje naturaleza,actividades,actividades infantiles,la rioja,la rioja,8634.0,783.0,4.4,4.31,18300,True
228,ES,16,01,2023,8,paisaje naturaleza,actividades,actividades infantiles,pais vasco,araba/alava,26779.0,439.0,4.66,4.41,11468,True
229,ES,16,48,2023,8,paisaje naturaleza,actividades,actividades infantiles,pais vasco,bizkaia,440171.67,10720.67,4.38,4.31,7925,True
230,ES,16,20,2023,8,paisaje naturaleza,actividades,actividades infantiles,pais vasco,gipuzkoa,480.0,160.0,4.61,4.41,26976,True
231,ES,14,30,2023,8,paisaje naturaleza,actividades,actividades infantiles,region de murcia,murcia,551363.0,2575.0,4.4,4.2,2633,True
232,ES,01,23,2023,8,servicios,actividades,cursos,andalucia,jaen,3928.0,982.0,4.34,4.33,84,True
233,ES,01,29,2023,8,servicios,actividades,cursos,andalucia,malaga,20370.0,485.0,4.62,4.43,51898,True
234,ES,05,35,2023,8,servicios,actividades,cursos,canarias,las palmas,7859.0,7859.0,3.72,4.28,2863,True
235,ES,05,38,2023,8,servicios,actividades,cursos,canarias,santa cruz de tenerife,2616.0,1635.0,3.86,4.26,3753,True
236,ES,08,45,2023,8,servicios,actividades,cursos,castilla - la mancha,toledo,4840.0,220.0,3.33,4.18,29,True
237,ES,09,08,2023,8,servicios,actividades,cursos,cataluna,barcelona,136702.0,5298.0,4.03,4.05,159935,True
238,ES,09,43,2023,8,servicios,actividades,cursos,cataluna,tarragona,1220.0,1220.0,3.44,4.2,9269,True
239,ES,13,28,2023,8,servicios,actividades,cursos,comunidad de madrid,madrid,64818.0,10803.0,3.92,4.1,42370,True
240,ES,12,15,2023,8,servicios,actividades,cursos,galicia,a coruna,19431.0,6477.0,4.04,4.21,605,True
241,ES,04,07,2023,8,servicios,actividades,cursos,illes balears,illes balears,9982.0,758.62,4.23,4.33,46354,True
242,ES,16,48,2023,8,servicios,actividades,cursos,pais vasco,bizkaia,1350.0,1350.0,4.03,4.31,13509,True
243,ES,01,04,2023,8,paisaje naturaleza,actividades,deportes y aventuras,andalucia,almeria,3619.0,517.0,4.32,4.19,23376,True
244,ES,01,18,2023,8,paisaje naturaleza,actividades,deportes y aventuras,andalucia,granada,4144.0,518.0,4.52,4.37,18492,True
245,ES,01,29,2023,8,paisaje naturaleza,actividades,deportes y aventuras,andalucia,malaga,181496.0,3241.0,4.44,4.43,109648,True
246,ES,02,50,2023,8,paisaje naturaleza,actividades,deportes y aventuras,aragon,zaragoza,1350.0,50.0,4.36,4.21,5888,True
247,ES,08,13,2023,8,paisaje naturaleza,actividades,deportes y aventuras,castilla - la mancha,ciudad real,8224.0,2056.0,4.36,4.29,3026,True
248,ES,07,42,2023,8,paisaje naturaleza,actividades,deportes y aventuras,castilla y leon,soria,156228.0,564.0,4.14,3.97,2792,True
249,ES,09,08,2023,8,paisaje naturaleza,actividades,deportes y aventuras,cataluna,barcelona,159939.0,4101.0,4.13,4.05,200444,True
250,ES,09,17,2023,8,paisaje naturaleza,actividades,deportes y aventuras,cataluna,girona,4828.0,2414.0,4.38,4.24,61683,True
251,ES,13,28,2023,8,paisaje naturaleza,actividades,deportes y aventuras,comunidad de madrid,madrid,774345.0,3705.0,4.19,4.1,121795,True
252,ES,15,31,2023,8,paisaje naturaleza,actividades,deportes y aventuras,comunidad foral de navarra,navarra,1638.0,126.0,4.33,4.23,7007,True
253,ES,11,06,2023,8,paisaje naturaleza,actividades,deportes y aventuras,extremadura,badajoz,30269.33,782.67,4.4,4.29,1116,True
254,ES,11,10,2023,8,paisaje naturaleza,actividades,deportes y aventuras,extremadura,caceres,167978.0,1787.0,4.5,4.33,5814,True
255,ES,12,15,2023,8,paisaje naturaleza,actividades,deportes y aventuras,galicia,a coruna,500.0,100.0,4.39,4.21,18974,True
256,ES,04,07,2023,8,paisaje naturaleza,actividades,deportes y aventuras,illes balears,illes balears,9961.5,748.5,4.42,4.33,203636,True
257,ES,16,48,2023,8,paisaje naturaleza,actividades,deportes y aventuras,pais vasco,bizkaia,51576.0,1842.0,4.38,4.31,7925,True
258,ES,03,33,2023,8,paisaje naturaleza,actividades,deportes y aventuras,principado de asturias,asturias,27996.0,9332.0,4.42,4.35,44006,True
259,ES,01,11,2023,8,comida y bebida,actividades,gastronomia,andalucia,cadiz,5600.0,560.0,4.57,4.26,47,True
260,ES,01,29,2023,8,comida y bebida,actividades,gastronomia,andalucia,malaga,1473.0,1473.0,4.84,4.43,1395,True
261,ES,01,41,2023,8,comida y bebida,actividades,gastronomia,andalucia,sevilla,337512.0,2009.0,4.76,4.34,8170,True
262,ES,02,22,2023,8,comida y bebida,actividades,gastronomia,aragon,huesca,58292.0,2242.0,4.6,4.25,40,True
263,ES,02,50,2023,8,comida y bebida,actividades,gastronomia,aragon,zaragoza,30944.0,1934.0,4.03,4.21,35,True
264,ES,05,35,2023,8,comida y bebida,actividades,gastronomia,canarias,las palmas,28149.0,853.0,3.71,4.28,443,True
265,ES,09,08,2023,8,comida y bebida,actividades,gastronomia,cataluna,barcelona,395930.67,1202.67,4.67,4.05,3911,True
266,ES,09,17,2023,8,comida y bebida,actividades,gastronomia,cataluna,girona,35441.5,1669.0,4.57,4.24,183,True
267,ES,09,43,2023,8,comida y bebida,actividades,gastronomia,cataluna,tarragona,136408.0,2006.0,4.67,4.2,481,True
268,ES,13,28,2023,8,comida y bebida,actividades,gastronomia,comunidad de madrid,madrid,31734.0,1548.0,4.71,4.1,5856,True
269,ES,15,31,2023,8,comida y bebida,actividades,gastronomia,comunidad foral de navarra,navarra,17527.0,1031.0,4.63,4.23,135,True
270,ES,10,03,2023,8,comida y bebida,actividades,gastronomia,comunitat valenciana,alicante/alacant,1500.0,150.0,4.52,4.28,760,True
271,ES,10,12,2023,8,comida y bebida,actividades,gastronomia,comunitat valenciana,castellon/castello,68544.0,504.0,0.0,0.0,0,False
272,ES,10,46,2023,8,comida y bebida,actividades,gastronomia,comunitat valenciana,valencia/valencia,10388.0,2597.0,4.79,4.15,369,True
273,ES,04,07,2023,8,comida y bebida,actividades,gastronomia,illes balears,illes balears,14147.5,527.5,4.86,4.33,2196,True
274,ES,17,26,2023,8,comida y bebida,actividades,gastronomia,la rioja,la rioja,9362.0,302.0,4.62,4.31,110,True
275,ES,14,30,2023,8,comida y bebida,actividades,gastronomia,region de murcia,murcia,210.0,70.0,3.99,4.2,320,True
276,ES,01,41,2023,8,vida nocturna,espectaculos,cine,andalucia,sevilla,120802.0,374.0,4.05,4.34,39053,True
277,ES,02,22,2023,8,vida nocturna,espectaculos,cine,aragon,huesca,322875.0,1125.0,3.85,4.25,1293,True
278,ES,02,50,2023,8,vida nocturna,espectaculos,cine,aragon,zaragoza,41741.0,623.0,3.75,4.21,1614,True
279,ES,05,35,2023,8,vida nocturna,espectaculos,cine,canarias,las palmas,8568.0,612.0,4.24,4.28,129544,True
280,ES,08,02,2023,8,vida nocturna,espectaculos,cine,castilla - la mancha,albacete,6846.0,326.0,4.21,4.15,573,True
281,ES,09,08,2023,8,vida nocturna,espectaculos,cine,cataluna,barcelona,23167.67,590.33,3.95,4.05,119743,True
282,ES,09,43,2023,8,vida nocturna,espectaculos,cine,cataluna,tarragona,50472.0,701.0,4.1,4.2,22730,True
283,ES,13,28,2023,8,vida nocturna,espectaculos,cine,comunidad de madrid,madrid,5463.0,1821.0,3.85,4.1,100430,True
284,ES,04,07,2023,8,vida nocturna,espectaculos,cine,illes balears,illes balears,30.0,30.0,4.12,4.33,122452,True
285,ES,16,20,2023,8,vida nocturna,espectaculos,cine,pais vasco,gipuzkoa,1740.0,60.0,4.14,4.41,5503,True
286,ES,05,35,2023,8,otros,espectaculos,conferencias,canarias,las palmas,21000.0,200.0,4.32,4.28,176,True
287,ES,09,43,2023,8,otros,espectaculos,conferencias,cataluna,tarragona,46002.0,7667.0,4.01,4.2,1769,True
288,ES,13,28,2023,8,otros,espectaculos,conferencias,comunidad de madrid,madrid,266497.0,24227.0,3.97,4.1,1624,True
289,ES,01,04,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,almeria,1074118.5,2136.0,4.25,4.19,14318,True
290,ES,01,11,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,cadiz,65036.5,841.0,4.35,4.26,8809,True
291,ES,01,14,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,cordoba,1476176.0,1222.0,4.3,4.29,93962,True
292,ES,01,18,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,granada,154432.67,1699.67,4.35,4.37,153042,True
293,ES,01,21,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,huelva,680.0,170.0,4.23,4.11,9984,True
294,ES,01,23,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,jaen,56896.0,3556.0,4.3,4.33,16236,True
295,ES,01,29,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,malaga,701394.0,1682.0,4.43,4.43,158253,True
296,ES,01,41,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",andalucia,sevilla,961408.0,1790.5,4.41,4.34,218279,True
297,ES,02,50,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",aragon,zaragoza,58410.0,1143.0,4.34,4.21,41352,True
298,ES,05,35,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",canarias,las palmas,40946.43,587.71,4.27,4.28,51395,True
299,ES,05,38,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",canarias,santa cruz de tenerife,59032.5,1575.0,4.28,4.26,66584,True
300,ES,06,39,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",cantabria,cantabria,13441.5,325.0,4.28,4.27,27507,True
301,ES,08,02,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla - la mancha,albacete,9263.0,785.0,4.09,4.15,3663,True
302,ES,08,16,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla - la mancha,cuenca,32325.0,1096.5,4.27,4.19,13771,True
303,ES,08,19,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla - la mancha,guadalajara,81918.0,999.0,4.18,4.04,6159,True
304,ES,08,45,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla - la mancha,toledo,128799.0,1301.0,4.19,4.18,55769,True
305,ES,07,05,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,avila,48222.0,1269.0,4.42,4.23,13407,True
306,ES,07,09,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,burgos,53015.5,1219.5,4.35,4.28,19776,True
307,ES,07,37,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,salamanca,450978.67,1029.67,4.24,4.17,31972,True
308,ES,07,47,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",castilla y leon,valladolid,4590277.0,769.67,4.14,4.06,13695,True
309,ES,09,08,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",cataluna,barcelona,173718.14,745.29,4.07,4.05,732080,True
310,ES,09,17,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",cataluna,girona,1221025.0,18785.0,4.24,4.24,50915,True
311,ES,09,25,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",cataluna,lleida,208824.0,1356.0,4.29,4.27,7171,True
312,ES,09,43,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",cataluna,tarragona,101389.67,923.33,4.23,4.2,53439,True
313,ES,13,28,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",comunidad de madrid,madrid,73184.0,1018.0,4.15,4.1,458466,True
314,ES,15,31,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",comunidad foral de navarra,navarra,197653.0,1397.0,4.25,4.23,19680,True
315,ES,10,03,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",comunitat valenciana,alicante/alacant,182364.0,1608.0,4.28,4.28,67888,True
316,ES,10,46,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",comunitat valenciana,valencia/valencia,68312.67,1143.67,4.25,4.15,114505,True
317,ES,11,06,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",extremadura,badajoz,50372.67,714.33,4.26,4.29,18348,True
318,ES,11,10,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",extremadura,caceres,2640.0,176.0,4.31,4.33,23514,True
319,ES,12,15,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",galicia,a coruna,18144.0,648.0,4.26,4.21,50198,True
320,ES,12,27,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",galicia,lugo,1155.0,165.0,4.33,4.28,8872,True
321,ES,12,32,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",galicia,ourense,2475.0,165.0,4.18,4.15,6495,True
322,ES,12,36,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",galicia,pontevedra,18955.0,939.0,4.07,4.17,15892,True
323,ES,04,07,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",illes balears,illes balears,106681.8,1046.2,4.21,4.33,107418,True
324,ES,17,26,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",la rioja,la rioja,182505.0,724.5,4.29,4.31,11493,True
325,ES,16,01,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",pais vasco,araba/alava,7613.0,414.5,4.46,4.41,7811,True
326,ES,16,48,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",pais vasco,bizkaia,734873.67,862.0,4.38,4.31,56425,True
327,ES,16,20,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",pais vasco,gipuzkoa,180776.0,1532.0,4.43,4.41,26949,True
328,ES,03,33,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",principado de asturias,asturias,617561.5,9896.0,4.37,4.35,40762,True
329,ES,14,30,2023,8,paisaje urbano,espectaculos,"cultura, teatro y danza",region de murcia,murcia,75173.0,1505.0,4.32,4.2,9308,True
330,ES,13,28,2023,8,compras,espectaculos,ferias,comunidad de madrid,madrid,266497.0,24227.0,3.83,4.1,89796,True
331,ES,08,45,2023,8,paisaje urbano,espectaculos,museo y exposiciones,castilla - la mancha,toledo,56966.0,626.0,4.19,4.18,55769,True
332,ES,07,37,2023,8,paisaje urbano,espectaculos,museo y exposiciones,castilla y leon,salamanca,225302.0,418.0,4.24,4.17,31972,True
333,ES,09,08,2023,8,paisaje urbano,espectaculos,museo y exposiciones,cataluna,barcelona,69943.0,788.5,4.07,4.05,732080,True
334,ES,09,43,2023,8,paisaje urbano,espectaculos,museo y exposiciones,cataluna,tarragona,280612.0,1922.0,4.23,4.2,53439,True
335,ES,10,46,2023,8,paisaje urbano,espectaculos,museo y exposiciones,comunitat valenciana,valencia/valencia,42804.0,678.0,4.25,4.15,114505,True
336,ES,04,07,2023,8,paisaje urbano,espectaculos,museo y exposiciones,illes balears,illes balears,1036.0,518.0,4.21,4.33,107418,True
337,ES,16,01,2023,8,paisaje urbano,espectaculos,museo y exposiciones,pais vasco,araba/alava,19975.0,425.0,4.46,4.41,7811,True
338,ES,16,48,2023,8,paisaje urbano,espectaculos,museo y exposiciones,pais vasco,bizkaia,870464.0,938.0,4.38,4.31,56425,True
339,ES,01,04,2023,8,vida nocturna,espectaculos,musica,andalucia,almeria,6984868.75,2479.5,3.72,4.19,5362,True
340,ES,01,11,2023,8,vida nocturna,espectaculos,musica,andalucia,cadiz,864079.0,1836.5,4.08,4.26,2343,True
341,ES,01,14,2023,8,vida nocturna,espectaculos,musica,andalucia,cordoba,90893.2,2393.8,4.3,4.29,1908,True
342,ES,01,18,2023,8,vida nocturna,espectaculos,musica,andalucia,granada,182816.29,1122.43,3.92,4.37,10900,True
343,ES,01,23,2023,8,vida nocturna,espectaculos,musica,andalucia,jaen,188246.0,1908.75,4.0,4.33,992,True
344,ES,01,29,2023,8,vida nocturna,espectaculos,musica,andalucia,malaga,652708.0,1925.75,4.3,4.43,56036,True
345,ES,01,41,2023,8,vida nocturna,espectaculos,musica,andalucia,sevilla,1353579.0,2111.33,4.05,4.34,39053,True
346,ES,02,22,2023,8,vida nocturna,espectaculos,musica,aragon,huesca,82704.67,1606.0,3.85,4.25,1293,True
347,ES,02,44,2023,8,vida nocturna,espectaculos,musica,aragon,teruel,252702.25,1342.0,4.35,4.28,950,True
348,ES,02,50,2023,8,vida nocturna,espectaculos,musica,aragon,zaragoza,421324.17,1301.17,3.75,4.21,1614,True
349,ES,05,35,2023,8,vida nocturna,espectaculos,musica,canarias,las palmas,121985.33,783.56,4.24,4.28,129544,True
350,ES,05,38,2023,8,vida nocturna,espectaculos,musica,canarias,santa cruz de tenerife,181274.6,1882.7,4.06,4.26,62671,True
351,ES,06,39,2023,8,vida nocturna,espectaculos,musica,cantabria,cantabria,43737.0,1733.0,4.02,4.27,5819,True
352,ES,08,02,2023,8,vida nocturna,espectaculos,musica,castilla - la mancha,albacete,16720.0,115.0,4.21,4.15,573,True
353,ES,08,13,2023,8,vida nocturna,espectaculos,musica,castilla - la mancha,ciudad real,108510.67,1622.67,4.17,4.29,385,True
354,ES,08,16,2023,8,vida nocturna,espectaculos,musica,castilla - la mancha,cuenca,546.0,1365.0,3.91,4.19,760,True
355,ES,08,19,2023,8,vida nocturna,espectaculos,musica,castilla - la mancha,guadalajara,62547.0,3466.5,3.23,4.04,447,True
356,ES,08,45,2023,8,vida nocturna,espectaculos,musica,castilla - la mancha,toledo,50105.0,3555.5,3.99,4.18,434,True
357,ES,07,05,2023,8,vida nocturna,espectaculos,musica,castilla y leon,avila,3500.0,100.0,4.04,4.23,397,True
358,ES,07,09,2023,8,vida nocturna,espectaculos,musica,castilla y leon,burgos,125088.33,1240.67,3.95,4.28,970,True
359,ES,07,24,2023,8,vida nocturna,espectaculos,musica,castilla y leon,leon,25788.0,1535.0,3.97,4.21,1480,True
360,ES,07,37,2023,8,vida nocturna,espectaculos,musica,castilla y leon,salamanca,8459.0,574.0,3.66,4.17,3701,True
361,ES,07,40,2023,8,vida nocturna,espectaculos,musica,castilla y leon,segovia,953026.0,1789.0,3.91,4.07,263,True
362,ES,07,42,2023,8,vida nocturna,espectaculos,musica,castilla y leon,soria,3740.0,110.0,4.2,3.97,154,True
363,ES,07,47,2023,8,vida nocturna,espectaculos,musica,castilla y leon,valladolid,281455.33,2326.67,4.01,4.06,1293,True
364,ES,07,49,2023,8,vida nocturna,espectaculos,musica,castilla y leon,zamora,1325793.33,1116.33,4.27,4.17,462,True
365,ES,09,08,2023,8,vida nocturna,espectaculos,musica,cataluna,barcelona,558450.58,1699.96,3.95,4.05,119743,True
366,ES,09,17,2023,8,vida nocturna,espectaculos,musica,cataluna,girona,159404.33,1061.87,3.8,4.24,12856,True
367,ES,09,25,2023,8,vida nocturna,espectaculos,musica,cataluna,lleida,189927.67,2332.0,3.84,4.27,1184,True
368,ES,09,43,2023,8,vida nocturna,espectaculos,musica,cataluna,tarragona,199789.83,1014.74,4.1,4.2,22730,True
