mes,categoria_alojamiento,periodo_antelacion,valoraciones_norm,tiene_valoraciones,tipo_dia,precio
2,hotel 3 estrellas,3 meses,3.979,True,semana,66.0
2,hotel 4 estrellas,1 mes,3.047,True,semana,78.0
2,hotel 4 estrellas,1 semana,3.047,True,semana,82.0
2,hotel 4 estrellas,2 semanas,3.047,True,semana,78.0
2,hotel 4 estrellas,3 meses,3.047,True,semana,78.0
2,hotel 5 estrellas,1 mes,4.0455,True,semana,79.0
2,hotel 5 estrellas,1 semana,4.0455,True,semana,83.0
2,hotel 5 estrellas,2 semanas,4.0455,True,semana,81.0
2,hotel 5 estrellas,3 meses,4.0455,True,semana,79.0
3,hotel 3 estrellas,1 mes,2.6295,True,semana,72.0
3,hotel 3 estrellas,1 semana,2.6295,True,semana,72.0
3,hotel 3 estrellas,2 semanas,2.6295,True,semana,72.0
3,hotel 3 estrellas,3 meses,2.6295,True,semana,73.0
3,hotel 4 estrellas,1 mes,3.7615,True,semana,83.0
3,hotel 4 estrellas,1 semana,3.7615,True,semana,84.0
3,hotel 4 estrellas,2 semanas,3.7615,True,semana,82.0
3,hotel 4 estrellas,3 meses,3.7615,True,semana,81.0
3,hotel 5 estrellas,1 mes,4.006,True,semana,108.0
3,hotel 5 estrellas,1 semana,4.006,True,semana,90.0
3,hotel 5 estrellas,2 semanas,4.006,True,semana,101.0
3,hotel 5 estrellas,3 meses,4.006,True,semana,80.0
4,hotel 3 estrellas,1 mes,3.6235,True,semana,83.0
4,hotel 3 estrellas,1 semana,3.6235,True,semana,79.0
4,hotel 3 estrellas,2 semanas,3.6235,True,semana,83.0
4,hotel 3 estrellas,3 meses,3.6235,True,semana,85.0
4,hotel 4 estrellas,1 mes,3.003,True,semana,80.0
4,hotel 4 estrellas,1 semana,3.003,True,semana,82.0
4,hotel 4 estrellas,2 semanas,3.003,True,semana,82.0
4,hotel 4 estrellas,3 meses,3.003,True,semana,80.0
4,hotel 5 estrellas,1 mes,3.731,True,semana,86.0
4,hotel 5 estrellas,1 semana,3.731,True,semana,89.0
4,hotel 5 estrellas,2 semanas,3.731,True,semana,89.0
4,hotel 5 estrellas,3 meses,3.731,True,semana,79.0
5,hotel 3 estrellas,1 mes,4.014,True,semana,83.0
5,hotel 3 estrellas,1 semana,4.014,True,semana,84.0
5,hotel 3 estrellas,2 semanas,4.014,True,semana,85.0
5,hotel 3 estrellas,3 meses,4.014,True,semana,85.0
5,hotel 4 estrellas,1 mes,3.6035,True,semana,79.0
5,hotel 4 estrellas,1 semana,3.6035,True,semana,81.0
5,hotel 4 estrellas,2 semanas,3.6035,True,semana,81.0
5,hotel 4 estrellas,3 meses,3.6035,True,semana,80.0
5,hotel 5 estrellas,1 mes,4.1355,True,semana,160.0
5,hotel 5 estrellas,1 semana,4.1355,True,semana,192.0
5,hotel 5 estrellas,2 semanas,4.1355,True,semana,186.0
5,hotel 5 estrellas,3 meses,4.1355,True,semana,150.0
6,hotel 3 estrellas,1 mes,3.8435,True,semana,109.0
6,hotel 3 estrellas,1 semana,3.8435,True,semana,111.0
6,hotel 3 estrellas,2 semanas,3.8435,True,semana,111.0
6,hotel 3 estrellas,3 meses,3.8435,True,semana,108.0
6,hotel 4 estrellas,1 mes,2.894,True,semana,114.0
6,hotel 4 estrellas,1 semana,2.894,True,semana,118.0
6,hotel 4 estrellas,2 semanas,2.894,True,semana,119.0
6,hotel 4 estrellas,3 meses,2.894,True,semana,112.0
6,hotel 5 estrellas,1 mes,1.9165,True,semana,264.0
6,hotel 5 estrellas,1 semana,1.9165,True,semana,196.0
6,hotel 5 estrellas,2 semanas,1.9165,True,semana,199.0
6,hotel 5 estrellas,3 meses,1.9165,True,semana,214.0
7,hotel 3 estrellas,1 mes,3.4015,True,semana,134.0
7,hotel 3 estrellas,1 semana,3.4015,True,semana,139.0
7,hotel 3 estrellas,2 semanas,3.4015,True,semana,145.0
7,hotel 3 estrellas,3 meses,3.4015,True,semana,122.0
7,hotel 4 estrellas,1 mes,2.1955,True,semana,175.0
7,hotel 4 estrellas,1 semana,2.1955,True,semana,167.0
7,hotel 4 estrellas,2 semanas,2.1955,True,semana,170.0
7,hotel 4 estrellas,3 meses,2.1955,True,semana,162.0
7,hotel 5 estrellas,1 mes,4.3875,True,semana,282.0
7,hotel 5 estrellas,1 semana,4.3875,True,semana,320.0
7,hotel 5 estrellas,2 semanas,4.3875,True,semana,300.0
7,hotel 5 estrellas,3 meses,4.3875,True,semana,354.0
8,hotel 3 estrellas,1 mes,3.076,True,semana,153.0
8,hotel 3 estrellas,1 semana,3.076,True,semana,146.0
8,hotel 3 estrellas,2 semanas,3.076,True,semana,148.0
8,hotel 3 estrellas,3 meses,3.076,True,semana,145.0
8,hotel 4 estrellas,1 mes,2.847,True,semana,193.0
8,hotel 4 estrellas,1 semana,2.847,True,semana,168.0
8,hotel 4 estrellas,2 semanas,2.847,True,semana,176.0
8,hotel 4 estrellas,3 meses,2.847,True,semana,191.0
8,hotel 5 estrellas,1 mes,2.0825,True,semana,293.0
8,hotel 5 estrellas,1 semana,2.0825,True,semana,295.0
8,hotel 5 estrellas,2 semanas,2.0825,True,semana,320.0
8,hotel 5 estrellas,3 meses,2.0825,True,semana,332.0
9,hotel 3 estrellas,1 mes,3.9345,True,semana,108.0
9,hotel 3 estrellas,1 semana,3.9345,True,semana,130.0
9,hotel 3 estrellas,2 semanas,3.9345,True,semana,113.0
9,hotel 3 estrellas,3 meses,3.9345,True,semana,112.0
9,hotel 4 estrellas,1 mes,2.3255,True,semana,113.0
9,hotel 4 estrellas,1 semana,2.3255,True,semana,139.0
9,hotel 4 estrellas,2 semanas,2.3255,True,semana,131.0
9,hotel 4 estrellas,3 meses,2.3255,True,semana,118.0
9,hotel 5 estrellas,1 mes,3.339,True,semana,193.0
9,hotel 5 estrellas,1 semana,3.339,True,semana,227.0
9,hotel 5 estrellas,2 semanas,3.339,True,semana,202.0
9,hotel 5 estrellas,3 meses,3.339,True,semana,139.0
10,hotel 3 estrellas,1 mes,4.386,True,semana,97.0
10,hotel 3 estrellas,1 semana,4.386,True,semana,77.0
10,hotel 3 estrellas,2 semanas,4.386,True,semana,85.0
10,hotel 3 estrellas,3 meses,4.386,True,semana,88.0
10,hotel 4 estrellas,1 mes,3.4159999999999995,True,semana,98.0
10,hotel 4 estrellas,1 semana,3.4159999999999995,True,semana,75.0
10,hotel 4 estrellas,2 semanas,3.4159999999999995,True,semana,95.0
10,hotel 4 estrellas,3 meses,3.4159999999999995,True,semana,83.0
10,hotel 5 estrellas,1 mes,3.368,True,semana,186.0
10,hotel 5 estrellas,1 semana,3.368,True,semana,134.0
10,hotel 5 estrellas,2 semanas,3.368,True,semana,152.0
10,hotel 5 estrellas,3 meses,3.368,True,semana,147.0
11,hotel 3 estrellas,1 mes,3.478,True,semana,66.0
11,hotel 3 estrellas,1 semana,3.478,True,semana,64.0
11,hotel 3 estrellas,2 semanas,3.478,True,semana,64.0
11,hotel 3 estrellas,3 meses,3.478,True,semana,85.0
11,hotel 4 estrellas,1 mes,3.914,True,semana,70.0
11,hotel 4 estrellas,1 semana,3.914,True,semana,74.0
11,hotel 4 estrellas,2 semanas,3.914,True,semana,71.0
11,hotel 4 estrellas,3 meses,3.914,True,semana,76.0
11,hotel 5 estrellas,1 mes,4.1155,True,semana,80.0
11,hotel 5 estrellas,1 semana,4.1155,True,semana,75.0
11,hotel 5 estrellas,2 semanas,4.1155,True,semana,75.0
11,hotel 5 estrellas,3 meses,4.1155,True,semana,75.0
12,hotel 3 estrellas,1 mes,4.353,True,semana,76.0
12,hotel 3 estrellas,1 semana,4.353,True,semana,73.0
12,hotel 3 estrellas,2 semanas,4.353,True,semana,77.0
12,hotel 3 estrellas,3 meses,4.353,True,semana,89.0
12,hotel 4 estrellas,1 mes,3.475,True,semana,77.0
12,hotel 4 estrellas,1 semana,3.475,True,semana,75.0
12,hotel 4 estrellas,2 semanas,3.475,True,semana,77.0
12,hotel 4 estrellas,3 meses,3.475,True,semana,82.0
12,hotel 5 estrellas,1 mes,3.983,True,semana,81.0
